大林#6,22.536001,120.335609,98.3%,2016/12/14 02:50
海湖#1,25.11675,121.257,87.7%,2016/12/14 02:50
海湖#2,25.11675,121.257,0.0%,2016/12/14 02:50
新桃#1,24.814306,121.197722,0.0%,2016/12/14 02:50
國光#1,25.040379,121.340942,0.0%,2016/12/14 02:50
星彰#1,24.126743,120.430493,0.0%,2016/12/14 02:50
星元#1,24.130026,120.417607,0.0%,2016/12/14 02:50
嘉惠#1,23.531717,120.472877,0.0%,2016/12/14 02:50
豐德#1,23.084049,120.355834,0.0%,2016/12/14 02:50
豐德#2,23.084049,120.355834,0.0%,2016/12/14 02:50
協和#1,25.153825,121.736369,47.6%,2016/12/14 02:50
協和#2,25.153825,121.736369,61.6%,2016/12/14 02:50
協和#3,25.153825,121.736369,63.9%,2016/12/14 02:50
協和#4,25.153825,121.736369,0.0%,2016/12/14 02:50
大林#3,22.536001,120.335609,0.0%,2016/12/14 02:50
大林#4,22.536001,120.335609,0.0%,2016/12/14 02:50
台中Gas1&2,24.215259,120.489441,0.0%,2016/12/14 02:50
台中Gas3&4,24.215259,120.489441,0.0%,2016/12/14 02:50
澎湖尖山,23.563566,119.658585,18.0%,2016/12/14 02:50
金門塔山,24.414316,118.282174,19.3%,2016/12/14 02:50
馬祖珠山,26.156667,119.934833,15.1%,2016/12/14 02:50
德基#1,24.254167,121.165278,0.0%,2016/12/14 02:50
德基#2,24.254167,121.165278,0.0%,2016/12/14 02:50
德基#3,24.254167,121.165278,0.0%,2016/12/14 02:50
青山#1,24.249444,121.106389,0.0%,2016/12/14 02:50
青山#2,24.249444,121.106389,0.0%,2016/12/14 02:50
青山#3,24.249444,121.106389,0.0%,2016/12/14 02:50
青山#4,24.249444,121.106389,32.6%,2016/12/14 02:50
谷關#1,24.213333,121.033611,0.0%,2016/12/14 02:50
谷關#2,24.213333,121.033611,0.0%,2016/12/14 02:50
谷關#3,24.213333,121.033611,0.0%,2016/12/14 02:50
谷關#4,24.213333,121.033611,0.0%,2016/12/14 02:50
天輪#1,24.185,120.925016,0.0%,2016/12/14 02:50
天輪#2,24.185,120.925016,56.4%,2016/12/14 02:50
天輪#3,24.185,120.925016,55.1%,2016/12/14 02:50
天輪#4,24.185,120.925016,0.0%,2016/12/14 02:50
天輪#5,24.185,120.925016,0.0%,2016/12/14 02:50
馬鞍#1,24.1825,120.84,0.0%,2016/12/14 02:50
馬鞍#2,24.1825,120.84,16.9%,2016/12/14 02:50
卓蘭#1,24.348003,120.871764,0.0%,2016/12/14 02:50
卓蘭#2,24.348003,120.871764,0.0%,2016/12/14 02:50
萬大#1,23.976623,121.134863,0.0%,2016/12/14 02:50
萬大#2,23.976623,121.134863,0.0%,2016/12/14 02:50
萬大#3,23.976623,121.134863,0.0%,2016/12/14 02:50
萬大#4,23.976623,121.134863,0.0%,2016/12/14 02:50
松林#1&2,23.976623,121.134863,0.0%,2016/12/14 02:50
大觀一#1,23.854487,120.869554,10.0%,2016/12/14 02:50
大觀一#2,23.854487,120.869554,12.3%,2016/12/14 02:50
大觀一#3,23.854487,120.869554,9.5%,2016/12/14 02:50
大觀一#4,23.854487,120.869554,10.0%,2016/12/14 02:50
大觀一#5,23.854487,120.869554,10.0%,2016/12/14 02:50
鉅工#1,23.834202,120.867303,20.7%,2016/12/14 02:50
鉅工#2,23.834202,120.867303,21.6%,2016/12/14 02:50
水里#1,23.834202,120.867303,0.0%,2016/12/14 02:50
立霧#1&#2,24.155256,121.6265,0.0%,2016/12/14 02:50
龍澗#1,24.002229,121.429639,0.0%,2016/12/14 02:50
龍澗#2,24.002229,121.429639,14.2%,2016/12/14 02:50
碧海,24.335655,121.676529,0.0%,2016/12/14 02:50
烏來&桂山&粗坑,24.903,121.560642,67.7%,2016/12/14 02:50
翡翠#1,24.903,121.560642,0.0%,2016/12/14 02:50
石門#1,24.813339,121.244435,0.0%,2016/12/14 02:50
石門#2,24.813339,121.244435,0.0%,2016/12/14 02:50
曾文#1,23.24801,120.532603,0.0%,2016/12/14 02:50
義興#1,24.776687,121.363234,0.0%,2016/12/14 02:50
名間,23.836111,120.711389,0.0%,2016/12/14 02:50
嘉南西口&嘉南烏山頭,23.221936,120.403727,0.0%,2016/12/14 02:50
卑南,22.822222,121.084444,65.7%,2016/12/14 02:50
核一#1,25.286333,121.587389,0.0%,2016/12/14 03:00
核一#2,25.286333,121.587389,98.8%,2016/12/14 03:00
核二#1,25.20269,121.662508,0.0%,2016/12/14 03:00
核二#2,25.20269,121.662508,0.0%,2016/12/14 03:00
核三#1,21.95815,120.751737,99.2%,2016/12/14 03:00
核三#2,21.95815,120.751737,99.1%,2016/12/14 03:00
林口#1,25.119493,121.29891,95.3%,2016/12/14 03:00
林口#2,25.119493,121.29891,95.5%,2016/12/14 03:00
台中#1,24.215259,120.489441,95.5%,2016/12/14 03:00
台中#2,24.215259,120.489441,96.0%,2016/12/14 03:00
台中#3,24.215259,120.489441,0.0%,2016/12/14 03:00
台中#4,24.215259,120.489441,96.3%,2016/12/14 03:00
台中#5,24.215259,120.489441,98.0%,2016/12/14 03:00
台中#6,24.215259,120.489441,95.3%,2016/12/14 03:00
台中#7,24.215259,120.489441,95.5%,2016/12/14 03:00
台中#8,24.215259,120.489441,92.7%,2016/12/14 03:00
台中#9,24.215259,120.489441,90.7%,2016/12/14 03:00
台中#10,24.215259,120.489441,0.0%,2016/12/14 03:00
興達#1,22.858936,120.20055,95.3%,2016/12/14 03:00
興達#2,22.858936,120.20055,95.7%,2016/12/14 03:00
興達#3,22.858936,120.20055,95.2%,2016/12/14 03:00
興達#4,22.858936,120.20055,95.1%,2016/12/14 03:00
和平#1,24.309388,121.76179,86.0%,2016/12/14 03:00
和平#2,24.309388,121.76179,87.6%,2016/12/14 03:00
麥寮#1,23.801167,120.212778,0.0%,2016/12/14 03:00
麥寮#2,23.801167,120.212778,95.0%,2016/12/14 03:00
麥寮#3,23.801167,120.212778,94.9%,2016/12/14 03:00
大潭CC#1,25.029623,121.051065,43.2%,2016/12/14 03:00
大潭CC#2,25.029623,121.051065,65.0%,2016/12/14 03:00
大潭CC#3,25.029623,121.051065,44.1%,2016/12/14 03:00
大潭CC#4,25.029623,121.051065,0.0%,2016/12/14 03:00
大潭CC#5,25.029623,121.051065,53.1%,2016/12/14 03:00
大潭CC#6,25.029623,121.051065,54.0%,2016/12/14 03:00
通霄CC#1,24.488168,120.672867,85.9%,2016/12/14 03:00
通霄CC#2,24.488168,120.672867,58.1%,2016/12/14 03:00
通霄CC#3,24.488168,120.672867,53.2%,2016/12/14 03:00
通霄CC#4,24.488168,120.672867,90.1%,2016/12/14 03:00
通霄CC#5,24.488168,120.672867,66.7%,2016/12/14 03:00
通霄CC#6,24.488168,120.672867,43.1%,2016/12/14 03:00
興達CC#1,22.858936,120.20055,48.5%,2016/12/14 03:00
興達CC#2,22.858936,120.20055,74.1%,2016/12/14 03:00
興達CC#3,22.858936,120.20055,74.2%,2016/12/14 03:00
興達CC#4,22.858936,120.20055,80.5%,2016/12/14 03:00
興達CC#5,22.858936,120.20055,74.3%,2016/12/14 03:00
南部CC#1,22.599455,120.302259,80.4%,2016/12/14 03:00
南部CC#2,22.599455,120.302259,0.0%,2016/12/14 03:00
南部CC#3,22.599455,120.302259,40.8%,2016/12/14 03:00
南部CC#4,22.599455,120.302259,83.1%,2016/12/14 03:00
大林#5,22.536001,120.335609,0.0%,2016/12/14 03:00
大林#6,22.536001,120.335609,98.0%,2016/12/14 03:00
海湖#1,25.11675,121.257,87.8%,2016/12/14 03:00
海湖#2,25.11675,121.257,0.0%,2016/12/14 03:00
新桃#1,24.814306,121.197722,0.0%,2016/12/14 03:00
國光#1,25.040379,121.340942,0.0%,2016/12/14 03:00
星彰#1,24.126743,120.430493,0.0%,2016/12/14 03:00
星元#1,24.130026,120.417607,0.0%,2016/12/14 03:00
嘉惠#1,23.531717,120.472877,0.0%,2016/12/14 03:00
豐德#1,23.084049,120.355834,0.0%,2016/12/14 03:00
豐德#2,23.084049,120.355834,0.0%,2016/12/14 03:00
協和#1,25.153825,121.736369,47.7%,2016/12/14 03:00
協和#2,25.153825,121.736369,61.6%,2016/12/14 03:00
協和#3,25.153825,121.736369,64.0%,2016/12/14 03:00
協和#4,25.153825,121.736369,0.0%,2016/12/14 03:00
大林#3,22.536001,120.335609,0.0%,2016/12/14 03:00
大林#4,22.536001,120.335609,0.0%,2016/12/14 03:00
台中Gas1&2,24.215259,120.489441,0.0%,2016/12/14 03:00
台中Gas3&4,24.215259,120.489441,0.0%,2016/12/14 03:00
澎湖尖山,23.563566,119.658585,17.7%,2016/12/14 03:00
金門塔山,24.414316,118.282174,19.7%,2016/12/14 03:00
馬祖珠山,26.156667,119.934833,15.5%,2016/12/14 03:00
德基#1,24.254167,121.165278,0.0%,2016/12/14 03:00
德基#2,24.254167,121.165278,0.0%,2016/12/14 03:00
德基#3,24.254167,121.165278,0.0%,2016/12/14 03:00
青山#1,24.249444,121.106389,0.0%,2016/12/14 03:00
青山#2,24.249444,121.106389,0.0%,2016/12/14 03:00
青山#3,24.249444,121.106389,0.0%,2016/12/14 03:00
青山#4,24.249444,121.106389,31.8%,2016/12/14 03:00
谷關#1,24.213333,121.033611,0.0%,2016/12/14 03:00
谷關#2,24.213333,121.033611,0.0%,2016/12/14 03:00
谷關#3,24.213333,121.033611,0.0%,2016/12/14 03:00
谷關#4,24.213333,121.033611,0.0%,2016/12/14 03:00
天輪#1,24.185,120.925016,0.0%,2016/12/14 03:00
天輪#2,24.185,120.925016,56.9%,2016/12/14 03:00
天輪#3,24.185,120.925016,55.1%,2016/12/14 03:00
天輪#4,24.185,120.925016,0.0%,2016/12/14 03:00
天輪#5,24.185,120.925016,0.0%,2016/12/14 03:00
馬鞍#1,24.1825,120.84,0.0%,2016/12/14 03:00
馬鞍#2,24.1825,120.84,17.5%,2016/12/14 03:00
卓蘭#1,24.348003,120.871764,0.0%,2016/12/14 03:00
卓蘭#2,24.348003,120.871764,0.0%,2016/12/14 03:00
萬大#1,23.976623,121.134863,0.0%,2016/12/14 03:00
萬大#2,23.976623,121.134863,0.0%,2016/12/14 03:00
萬大#3,23.976623,121.134863,0.0%,2016/12/14 03:00
萬大#4,23.976623,121.134863,0.0%,2016/12/14 03:00
松林#1&2,23.976623,121.134863,0.0%,2016/12/14 03:00
大觀一#1,23.854487,120.869554,48.6%,2016/12/14 03:00
大觀一#2,23.854487,120.869554,38.2%,2016/12/14 03:00
大觀一#3,23.854487,120.869554,45.0%,2016/12/14 03:00
大觀一#4,23.854487,120.869554,34.5%,2016/12/14 03:00
大觀一#5,23.854487,120.869554,40.0%,2016/12/14 03:00
鉅工#1,23.834202,120.867303,12.0%,2016/12/14 03:00
鉅工#2,23.834202,120.867303,14.7%,2016/12/14 03:00
水里#1,23.834202,120.867303,0.0%,2016/12/14 03:00
立霧#1&#2,24.155256,121.6265,0.0%,2016/12/14 03:00
龍澗#1,24.002229,121.429639,0.0%,2016/12/14 03:00
龍澗#2,24.002229,121.429639,22.0%,2016/12/14 03:00
碧海,24.335655,121.676529,0.0%,2016/12/14 03:00
烏來&桂山&粗坑,24.903,121.560642,67.4%,2016/12/14 03:00
翡翠#1,24.903,121.560642,0.0%,2016/12/14 03:00
石門#1,24.813339,121.244435,0.0%,2016/12/14 03:00
石門#2,24.813339,121.244435,0.0%,2016/12/14 03:00
曾文#1,23.24801,120.532603,0.0%,2016/12/14 03:00
義興#1,24.776687,121.363234,0.0%,2016/12/14 03:00
名間,23.836111,120.711389,0.0%,2016/12/14 03:00
嘉南西口&嘉南烏山頭,23.221936,120.403727,0.0%,2016/12/14 03:00
卑南,22.822222,121.084444,65.7%,2016/12/14 03:00
核一#1,25.286333,121.587389,0.0%,2016/12/14 03:10
核一#2,25.286333,121.587389,98.9%,2016/12/14 03:10
核二#1,25.20269,121.662508,0.0%,2016/12/14 03:10
核二#2,25.20269,121.662508,0.0%,2016/12/14 03:10
核三#1,21.95815,120.751737,99.5%,2016/12/14 03:10
核三#2,21.95815,120.751737,99.2%,2016/12/14 03:10
林口#1,25.119493,121.29891,95.2%,2016/12/14 03:10
林口#2,25.119493,121.29891,95.3%,2016/12/14 03:10
台中#1,24.215259,120.489441,96.1%,2016/12/14 03:10
台中#2,24.215259,120.489441,95.9%,2016/12/14 03:10
台中#3,24.215259,120.489441,0.0%,2016/12/14 03:10
台中#4,24.215259,120.489441,96.0%,2016/12/14 03:10
台中#5,24.215259,120.489441,96.9%,2016/12/14 03:10
台中#6,24.215259,120.489441,95.2%,2016/12/14 03:10
台中#7,24.215259,120.489441,95.8%,2016/12/14 03:10
台中#8,24.215259,120.489441,92.3%,2016/12/14 03:10
台中#9,24.215259,120.489441,90.8%,2016/12/14 03:10
台中#10,24.215259,120.489441,0.0%,2016/12/14 03:10
興達#1,22.858936,120.20055,96.8%,2016/12/14 03:10
興達#2,22.858936,120.20055,95.2%,2016/12/14 03:10
興達#3,22.858936,120.20055,94.1%,2016/12/14 03:10
興達#4,22.858936,120.20055,94.7%,2016/12/14 03:10
和平#1,24.309388,121.76179,86.6%,2016/12/14 03:10
和平#2,24.309388,121.76179,87.8%,2016/12/14 03:10
麥寮#1,23.801167,120.212778,0.0%,2016/12/14 03:10
麥寮#2,23.801167,120.212778,95.2%,2016/12/14 03:10
麥寮#3,23.801167,120.212778,95.2%,2016/12/14 03:10
大潭CC#1,25.029623,121.051065,43.2%,2016/12/14 03:10
大潭CC#2,25.029623,121.051065,65.0%,2016/12/14 03:10
大潭CC#3,25.029623,121.051065,44.9%,2016/12/14 03:10
大潭CC#4,25.029623,121.051065,0.0%,2016/12/14 03:10
大潭CC#5,25.029623,121.051065,52.9%,2016/12/14 03:10
大潭CC#6,25.029623,121.051065,54.1%,2016/12/14 03:10
通霄CC#1,24.488168,120.672867,83.6%,2016/12/14 03:10
通霄CC#2,24.488168,120.672867,56.2%,2016/12/14 03:10
通霄CC#3,24.488168,120.672867,53.1%,2016/12/14 03:10
通霄CC#4,24.488168,120.672867,91.6%,2016/12/14 03:10
通霄CC#5,24.488168,120.672867,66.9%,2016/12/14 03:10
通霄CC#6,24.488168,120.672867,44.0%,2016/12/14 03:10
興達CC#1,22.858936,120.20055,59.6%,2016/12/14 03:10
興達CC#2,22.858936,120.20055,80.8%,2016/12/14 03:10
興達CC#3,22.858936,120.20055,83.2%,2016/12/14 03:10
興達CC#4,22.858936,120.20055,86.4%,2016/12/14 03:10
興達CC#5,22.858936,120.20055,81.0%,2016/12/14 03:10
南部CC#1,22.599455,120.302259,84.3%,2016/12/14 03:10
南部CC#2,22.599455,120.302259,0.0%,2016/12/14 03:10
南部CC#3,22.599455,120.302259,41.8%,2016/12/14 03:10
南部CC#4,22.599455,120.302259,91.1%,2016/12/14 03:10
大林#5,22.536001,120.335609,0.0%,2016/12/14 03:10
大林#6,22.536001,120.335609,98.2%,2016/12/14 03:10
海湖#1,25.11675,121.257,87.4%,2016/12/14 03:10
海湖#2,25.11675,121.257,0.0%,2016/12/14 03:10
新桃#1,24.814306,121.197722,0.0%,2016/12/14 03:10
國光#1,25.040379,121.340942,0.0%,2016/12/14 03:10
星彰#1,24.126743,120.430493,0.0%,2016/12/14 03:10
星元#1,24.130026,120.417607,0.0%,2016/12/14 03:10
嘉惠#1,23.531717,120.472877,0.0%,2016/12/14 03:10
豐德#1,23.084049,120.355834,0.0%,2016/12/14 03:10
豐德#2,23.084049,120.355834,0.0%,2016/12/14 03:10
協和#1,25.153825,121.736369,47.7%,2016/12/14 03:10
協和#2,25.153825,121.736369,61.9%,2016/12/14 03:10
協和#3,25.153825,121.736369,63.9%,2016/12/14 03:10
協和#4,25.153825,121.736369,0.0%,2016/12/14 03:10
大林#3,22.536001,120.335609,0.0%,2016/12/14 03:10
大林#4,22.536001,120.335609,0.0%,2016/12/14 03:10
台中Gas1&2,24.215259,120.489441,0.0%,2016/12/14 03:10
台中Gas3&4,24.215259,120.489441,0.0%,2016/12/14 03:10
澎湖尖山,23.563566,119.658585,17.7%,2016/12/14 03:10
金門塔山,24.414316,118.282174,20.2%,2016/12/14 03:10
馬祖珠山,26.156667,119.934833,15.1%,2016/12/14 03:10
德基#1,24.254167,121.165278,0.0%,2016/12/14 03:10
德基#2,24.254167,121.165278,0.0%,2016/12/14 03:10
德基#3,24.254167,121.165278,0.0%,2016/12/14 03:10
青山#1,24.249444,121.106389,0.0%,2016/12/14 03:10
青山#2,24.249444,121.106389,0.0%,2016/12/14 03:10
青山#3,24.249444,121.106389,0.0%,2016/12/14 03:10
青山#4,24.249444,121.106389,32.1%,2016/12/14 03:10
谷關#1,24.213333,121.033611,0.0%,2016/12/14 03:10
谷關#2,24.213333,121.033611,0.0%,2016/12/14 03:10
谷關#3,24.213333,121.033611,0.0%,2016/12/14 03:10
谷關#4,24.213333,121.033611,0.0%,2016/12/14 03:10
天輪#1,24.185,120.925016,0.0%,2016/12/14 03:10
天輪#2,24.185,120.925016,56.4%,2016/12/14 03:10
天輪#3,24.185,120.925016,55.1%,2016/12/14 03:10
天輪#4,24.185,120.925016,0.0%,2016/12/14 03:10
天輪#5,24.185,120.925016,0.0%,2016/12/14 03:10
馬鞍#1,24.1825,120.84,0.0%,2016/12/14 03:10
馬鞍#2,24.1825,120.84,21.4%,2016/12/14 03:10
卓蘭#1,24.348003,120.871764,0.0%,2016/12/14 03:10
卓蘭#2,24.348003,120.871764,0.0%,2016/12/14 03:10
萬大#1,23.976623,121.134863,0.0%,2016/12/14 03:10
萬大#2,23.976623,121.134863,0.0%,2016/12/14 03:10
萬大#3,23.976623,121.134863,0.0%,2016/12/14 03:10
萬大#4,23.976623,121.134863,0.0%,2016/12/14 03:10
松林#1&2,23.976623,121.134863,0.0%,2016/12/14 03:10
大觀一#1,23.854487,120.869554,28.2%,2016/12/14 03:10
大觀一#2,23.854487,120.869554,23.2%,2016/12/14 03:10
大觀一#3,23.854487,120.869554,25.0%,2016/12/14 03:10
大觀一#4,23.854487,120.869554,22.7%,2016/12/14 03:10
大觀一#5,23.854487,120.869554,26.4%,2016/12/14 03:10
鉅工#1,23.834202,120.867303,9.7%,2016/12/14 03:10
鉅工#2,23.834202,120.867303,11.0%,2016/12/14 03:10
水里#1,23.834202,120.867303,0.0%,2016/12/14 03:10
立霧#1&#2,24.155256,121.6265,0.0%,2016/12/14 03:10
龍澗#1,24.002229,121.429639,0.0%,2016/12/14 03:10
龍澗#2,24.002229,121.429639,20.4%,2016/12/14 03:10
碧海,24.335655,121.676529,0.0%,2016/12/14 03:10
烏來&桂山&粗坑,24.903,121.560642,67.7%,2016/12/14 03:10
翡翠#1,24.903,121.560642,0.0%,2016/12/14 03:10
石門#1,24.813339,121.244435,0.0%,2016/12/14 03:10
石門#2,24.813339,121.244435,0.0%,2016/12/14 03:10
曾文#1,23.24801,120.532603,0.0%,2016/12/14 03:10
義興#1,24.776687,121.363234,0.0%,2016/12/14 03:10
名間,23.836111,120.711389,0.0%,2016/12/14 03:10
嘉南西口&嘉南烏山頭,23.221936,120.403727,0.0%,2016/12/14 03:10
卑南,22.822222,121.084444,65.7%,2016/12/14 03:10
核一#1,25.286333,121.587389,0.0%,2016/12/14 03:20
核一#2,25.286333,121.587389,98.8%,2016/12/14 03:20
核二#1,25.20269,121.662508,0.0%,2016/12/14 03:20
核二#2,25.20269,121.662508,0.0%,2016/12/14 03:20
核三#1,21.95815,120.751737,99.5%,2016/12/14 03:20
核三#2,21.95815,120.751737,99.2%,2016/12/14 03:20
林口#1,25.119493,121.29891,95.6%,2016/12/14 03:20
林口#2,25.119493,121.29891,95.4%,2016/12/14 03:20
台中#1,24.215259,120.489441,95.7%,2016/12/14 03:20
台中#2,24.215259,120.489441,96.3%,2016/12/14 03:20
台中#3,24.215259,120.489441,0.0%,2016/12/14 03:20
台中#4,24.215259,120.489441,95.6%,2016/12/14 03:20
台中#5,24.215259,120.489441,97.7%,2016/12/14 03:20
台中#6,24.215259,120.489441,95.8%,2016/12/14 03:20
台中#7,24.215259,120.489441,95.8%,2016/12/14 03:20
台中#8,24.215259,120.489441,92.3%,2016/12/14 03:20
台中#9,24.215259,120.489441,90.9%,2016/12/14 03:20
台中#10,24.215259,120.489441,0.0%,2016/12/14 03:20
興達#1,22.858936,120.20055,96.2%,2016/12/14 03:20
興達#2,22.858936,120.20055,95.9%,2016/12/14 03:20
興達#3,22.858936,120.20055,94.4%,2016/12/14 03:20
興達#4,22.858936,120.20055,94.7%,2016/12/14 03:20
和平#1,24.309388,121.76179,87.5%,2016/12/14 03:20
和平#2,24.309388,121.76179,88.4%,2016/12/14 03:20
麥寮#1,23.801167,120.212778,0.0%,2016/12/14 03:20
麥寮#2,23.801167,120.212778,95.4%,2016/12/14 03:20
麥寮#3,23.801167,120.212778,95.0%,2016/12/14 03:20
大潭CC#1,25.029623,121.051065,43.2%,2016/12/14 03:20
大潭CC#2,25.029623,121.051065,65.0%,2016/12/14 03:20
大潭CC#3,25.029623,121.051065,46.9%,2016/12/14 03:20
大潭CC#4,25.029623,121.051065,0.0%,2016/12/14 03:20
大潭CC#5,25.029623,121.051065,53.0%,2016/12/14 03:20
大潭CC#6,25.029623,121.051065,54.0%,2016/12/14 03:20
通霄CC#1,24.488168,120.672867,86.2%,2016/12/14 03:20
通霄CC#2,24.488168,120.672867,58.1%,2016/12/14 03:20
通霄CC#3,24.488168,120.672867,53.0%,2016/12/14 03:20
通霄CC#4,24.488168,120.672867,91.0%,2016/12/14 03:20
通霄CC#5,24.488168,120.672867,66.5%,2016/12/14 03:20
通霄CC#6,24.488168,120.672867,42.7%,2016/12/14 03:20
興達CC#1,22.858936,120.20055,64.2%,2016/12/14 03:20
興達CC#2,22.858936,120.20055,85.0%,2016/12/14 03:20
興達CC#3,22.858936,120.20055,87.8%,2016/12/14 03:20
興達CC#4,22.858936,120.20055,89.3%,2016/12/14 03:20
興達CC#5,22.858936,120.20055,86.3%,2016/12/14 03:20
南部CC#1,22.599455,120.302259,84.5%,2016/12/14 03:20
南部CC#2,22.599455,120.302259,0.0%,2016/12/14 03:20
南部CC#3,22.599455,120.302259,40.8%,2016/12/14 03:20
南部CC#4,22.599455,120.302259,92.9%,2016/12/14 03:20
大林#5,22.536001,120.335609,0.0%,2016/12/14 03:20
大林#6,22.536001,120.335609,98.3%,2016/12/14 03:20
海湖#1,25.11675,121.257,87.7%,2016/12/14 03:20
海湖#2,25.11675,121.257,0.0%,2016/12/14 03:20
新桃#1,24.814306,121.197722,0.0%,2016/12/14 03:20
國光#1,25.040379,121.340942,0.0%,2016/12/14 03:20
星彰#1,24.126743,120.430493,0.0%,2016/12/14 03:20
星元#1,24.130026,120.417607,0.0%,2016/12/14 03:20
嘉惠#1,23.531717,120.472877,0.0%,2016/12/14 03:20
豐德#1,23.084049,120.355834,0.0%,2016/12/14 03:20
豐德#2,23.084049,120.355834,0.0%,2016/12/14 03:20
協和#1,25.153825,121.736369,47.7%,2016/12/14 03:20
協和#2,25.153825,121.736369,61.7%,2016/12/14 03:20
協和#3,25.153825,121.736369,63.7%,2016/12/14 03:20
協和#4,25.153825,121.736369,0.0%,2016/12/14 03:20
大林#3,22.536001,120.335609,0.0%,2016/12/14 03:20
大林#4,22.536001,120.335609,0.0%,2016/12/14 03:20
台中Gas1&2,24.215259,120.489441,0.0%,2016/12/14 03:20
台中Gas3&4,24.215259,120.489441,0.0%,2016/12/14 03:20
澎湖尖山,23.563566,119.658585,17.6%,2016/12/14 03:20
金門塔山,24.414316,118.282174,20.1%,2016/12/14 03:20
馬祖珠山,26.156667,119.934833,15.5%,2016/12/14 03:20
德基#1,24.254167,121.165278,0.0%,2016/12/14 03:20
德基#2,24.254167,121.165278,0.0%,2016/12/14 03:20
德基#3,24.254167,121.165278,0.0%,2016/12/14 03:20
青山#1,24.249444,121.106389,0.0%,2016/12/14 03:20
青山#2,24.249444,121.106389,0.0%,2016/12/14 03:20
青山#3,24.249444,121.106389,0.0%,2016/12/14 03:20
青山#4,24.249444,121.106389,33.2%,2016/12/14 03:20
谷關#1,24.213333,121.033611,0.0%,2016/12/14 03:20
谷關#2,24.213333,121.033611,0.0%,2016/12/14 03:20
谷關#3,24.213333,121.033611,0.0%,2016/12/14 03:20
谷關#4,24.213333,121.033611,0.0%,2016/12/14 03:20
天輪#1,24.185,120.925016,0.0%,2016/12/14 03:20
天輪#2,24.185,120.925016,56.4%,2016/12/14 03:20
天輪#3,24.185,120.925016,55.1%,2016/12/14 03:20
天輪#4,24.185,120.925016,0.0%,2016/12/14 03:20
天輪#5,24.185,120.925016,0.0%,2016/12/14 03:20
馬鞍#1,24.1825,120.84,0.0%,2016/12/14 03:20
